"tab_code","表章項目","cat01_code","従業上の地位７区分_時系列（雇用者明細なし）","cat02_code","総数，男及び女_時系列","cat03_code","職業小分類2005","time_code","時間軸（調査年）","unit","value"
"334","就業者数","100","総数","110","男","3520","269倉庫作業者","2005000000","2005年","人","188039"
"334","就業者数","100","総数","110","男","3530","270配達員","2005000000","2005年","人","591148"
"334","就業者数","100","総数","110","男","3540","271荷造作業者","2005000000","2005年","人","125677"
"334","就業者数","100","総数","110","男","3560","272清掃員","2005000000","2005年","人","405340"
"334","就業者数","100","総数","110","男","3570","273他に分類されない労務作業者","2005000000","2005年","人","390403"
"334","就業者数","100","総数","110","男","3600","274分類不能の職業","2005000000","2005年","人","682371"
"334","就業者数","100","総数","120","女","0130","1自然科学系研究者","2005000000","2005年","人","22240"
"334","就業者数","100","総数","120","女","0140","2人文・社会科学系研究者","2005000000","2005年","人","1253"
"334","就業者数","100","総数","120","女","0160","3農林水産業・食品技術者","2005000000","2005年","人","6990"
"334","就業者数","100","総数","120","女","0170","4金属製錬技術者","2005000000","2005年","人","330"
"334","就業者数","100","総数","120","女","0180","5機械・航空機・造船技術者","2005000000","2005年","人","8637"
"334","就業者数","100","総数","120","女","0190","6電気・電子技術者","2005000000","2005年","人","9154"
"334","就業者数","100","総数","120","女","0200","7化学技術者","2005000000","2005年","人","7136"
"334","就業者数","100","総数","120","女","0210","8建築技術者","2005000000","2005年","人","19993"
"334","就業者数","100","総数","120","女","0220","9土木・測量技術者","2005000000","2005年","人","6640"
"334","就業者数","100","総数","120","女","0230","10システムエンジニア","2005000000","2005年","人","85824"
"334","就業者数","100","総数","120","女","0240","11プログラマー","2005000000","2005年","人","15982"
"334","就業者数","100","総数","120","女","0250","12その他の技術者","2005000000","2005年","人","4706"
"334","就業者数","100","総数","120","女","0280","13医師","2005000000","2005年","人","44561"
"334","就業者数","100","総数","120","女","0290","14歯科医師","2005000000","2005年","人","17257"
"334","就業者数","100","総数","120","女","0300","15獣医師","2005000000","2005年","人","5217"
"334","就業者数","100","総数","120","女","0310","16薬剤師","2005000000","2005年","人","121291"
"334","就業者数","100","総数","120","女","0320","17保健師","2005000000","2005年","人","35123"
"334","就業者数","100","総数","120","女","0330","18助産師","2005000000","2005年","人","19586"
"334","就業者数","100","総数","120","女","0340","19看護師","2005000000","2005年","人","1053104"
"334","就業者数","100","総数","120","女","0350","20診療放射線・エックス線技師","2005000000","2005年","人","8388"
"334","就業者数","100","総数","120","女","0360","21臨床・衛生検査技師","2005000000","2005年","人","44459"
